flight_date,departure.iata,departure.terminal,departure.gate,departure.scheduled,arrival.iata,arrival.terminal,arrival.scheduled,airline.iata,terminal_distance_m,terminal_walk_time_min,terminal_transport_method,connection_time_min,arrival_delay_min,scheduled_flight_min,departure_hour,day_of_week,risk_label,transport_friction,is_cross_airport,is_intl_hub,is_major_airport,is_peak_hour,terminal_change,has_delay_info,security_crowd,immigration_crowd,walking_time_min,security_time_min,immigration_time_min,congestion_time_min,baggage_time_min
1,42,5,436,260,270,27,320,166,2000,8,19,88.0,34.0,85.0,7,0,0,3,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,29,18,436,272,53,14,358,179,1100,5,16,118.0,12.0,160.0,8,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,14,1,366,304,266,27,376,70,5500,18,19,129.0,8.0,70.0,11,0,2,3,1,1,1,0,1,1,2,0,18,20.0,45.0,8,10
1,26,0,163,348,371,0,454,143,3000,5,14,112.0,11.0,175.0,14,0,2,2,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10
0,2,11,436,94,166,0,118,4,1200,7,11,74.0,29.0,175.0,18,6,0,3,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
0,35,24,319,115,107,12,140,88,1500,10,15,85.0,30.0,149.0,19,6,0,3,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
1,33,23,436,327,265,26,401,112,1200,6,6,92.0,26.0,6.0,13,0,1,2,0,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,20,24,17,318,401,2,418,13,500,6,33,79.0,20.0,170.0,12,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,13,24,436,304,51,27,394,92,700,5,6,72.0,6.0,150.0,11,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,31,21,436,292,259,24,357,180,800,8,36,91.0,16.0,8.0,10,0,1,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10
0,21,15,357,192,320,0,226,180,800,5,30,65.0,5.0,161.0,22,6,1,3,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,19,1,172,371,300,27,468,143,2500,10,17,100.0,13.0,120.0,16,0,2,2,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,19,1,172,369,225,27,464,129,700,10,33,76.0,28.0,110.0,16,0,0,1,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
0,44,0,222,151,128,14,298,21,400,5,33,90.0,15.0,524.0,21,6,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,20,24,81,308,152,0,381,107,500,6,33,88.0,17.0,75.0,11,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,29,18,91,244,22,0,358,179,1100,5,16,87.0,42.0,340.0,5,0,0,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,36,0,436,297,400,2,366,188,400,5,35,67.0,20.0,75.0,10,0,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,11,24,436,32,61,7,36,0,700,5,31,66.0,19.0,66.0,13,6,0,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,34,5,126,376,52,16,476,189,400,5,33,97.0,45.0,130.0,17,0,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,33,11,3,49,23,20,54,201,1200,6,6,83.0,7.0,90.0,14,6,2,2,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,46,5,8,347,7,0,436,131,2800,12,24,88.0,15.0,100.0,14,0,1,2,1,0,0,0,1,1,2,2,12,20.0,0.0,8,10
0,47,17,136,190,473,27,190,51,3000,12,19,110.0,0.0,79.0,22,6,2,3,1,0,0,0,1,1,1,2,12,16.0,0.0,3,10
0,35,24,320,193,151,27,190,21,1500,10,15,106.0,30.0,73.0,22,6,1,3,1,0,0,0,1,1,1,2,10,16.0,0.0,3,10
1,18,0,127,343,183,0,474,144,700,5,6,111.0,25.0,280.0,14,0,1,2,1,1,0,0,0,1,2,2,5,20.0,30.0,8,10
1,42,6,436,292,414,6,365,34,800,5,33,105.0,6.0,95.0,10,0,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,5,0,23,322,152,0,398,144,4000,15,19,81.0,28.0,75.0,12,0,0,3,1,0,0,0,0,1,2,2,15,20.0,0.0,8,10
1,49,24,436,285,136,0,350,112,600,5,5,107.0,4.0,65.0,9,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,20,24,126,327,105,0,422,97,500,6,33,107.0,1.0,145.0,13,0,2,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,37,5,21,360,312,16,473,144,2800,10,9,117.0,0.0,190.0,15,0,2,3,1,1,0,0,1,1,2,2,10,20.0,30.0,8,10
0,27,0,256,190,373,2,197,201,2500,10,19,87.0,24.0,100.0,22,6,1,3,1,0,0,0,1,1,1,2,10,16.0,0.0,3,10
1,9,0,436,348,396,0,435,99,500,6,33,80.0,11.0,90.0,14,0,1,1,1,0,0,0,0,1,2,2,6,20.0,0.0,8,10
0,24,6,199,73,91,6,307,162,800,4,2,120.0,14.0,845.0,16,6,2,2,1,1,1,0,1,1,0,0,4,30.0,45.0,8,10
1,0,24,325,287,297,2,364,108,700,9,33,116.0,39.0,115.0,9,0,0,1,1,1,1,1,1,1,0,0,9,30.0,45.0,15,10
1,29,18,436,261,150,19,321,179,1100,5,16,93.0,3.0,90.0,7,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,16,0,152,301,248,27,373,22,2500,10,27,131.0,14.0,75.0,10,0,2,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
0,27,0,282,190,55,21,225,201,400,5,33,78.0,13.0,165.0,22,6,1,1,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
1,45,0,308,358,213,2,440,165,3000,10,19,123.0,27.0,65.0,15,0,1,3,1,1,1,0,1,1,2,0,10,20.0,45.0,8,10
1,20,24,16,302,339,2,369,13,500,6,33,70.0,20.0,65.0,10,0,0,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,5,0,68,329,77,27,405,97,4000,15,19,98.0,19.0,60.0,13,0,1,3,1,0,0,0,1,1,2,2,15,20.0,0.0,8,10
0,38,0,256,200,79,27,224,131,700,8,18,85.0,25.0,146.0,22,6,1,3,1,1,1,0,1,1,1,2,8,16.0,30.0,3,10
0,38,5,418,177,316,27,190,152,700,8,18,73.0,22.0,106.0,22,6,0,3,1,1,1,0,1,1,2,2,8,20.0,30.0,3,10
1,23,24,436,304,21,27,380,172,1000,8,12,128.0,44.0,90.0,11,0,0,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10
0,35,24,313,118,265,14,120,71,1500,10,15,98.0,44.0,81.0,20,6,0,3,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
1,41,0,392,325,403,0,435,59,2500,10,20,119.0,6.0,210.0,12,0,2,3,1,0,0,0,0,1,2,2,10,20.0,0.0,8,10
0,28,12,18,167,265,14,285,144,350,5,33,101.0,3.0,468.0,21,6,2,1,1,1,1,1,0,1,0,0,5,30.0,45.0,15,10
1,5,0,57,345,194,2,424,194,4000,15,19,117.0,6.0,60.0,14,0,2,3,1,0,0,0,1,1,2,2,15,20.0,0.0,8,10
1,31,0,436,329,363,27,417,13,800,8,36,110.0,6.0,110.0,13,0,2,1,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10
0,40,24,436,186,23,21,258,51,600,7,33,101.0,27.0,379.0,22,6,1,1,1,0,0,0,1,1,1,1,7,16.0,0.0,3,10
1,17,1,36,227,386,2,249,29,800,6,33,89.0,2.0,205.0,0,0,2,1,1,0,0,0,0,1,1,1,6,16.0,0.0,3,10
1,20,24,126,310,105,0,399,13,500,6,33,72.0,6.0,140.0,11,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
0,47,17,84,118,474,27,144,112,600,7,33,78.0,31.0,148.0,20,6,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
0,33,12,120,64,243,15,81,202,1200,6,6,84.0,6.0,163.0,15,6,2,2,1,0,0,0,1,1,2,0,6,20.0,0.0,8,10
0,7,11,138,10,23,21,22,202,700,8,33,74.0,12.0,175.0,9,6,1,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
0,6,24,114,213,231,0,310,90,4200,16,19,103.0,44.0,455.0,23,6,0,3,1,0,0,0,1,1,1,2,16,16.0,0.0,3,10
0,35,24,310,141,369,14,164,147,1200,8,33,109.0,7.0,136.0,20,6,2,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,36,1,408,283,389,2,376,22,3500,12,19,98.0,15.0,175.0,9,0,2,3,1,0,0,1,0,1,0,0,12,30.0,0.0,15,10
0,12,14,302,198,313,27,186,147,900,5,28,79.0,8.0,62.0,22,6,1,3,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
1,4,24,436,349,84,27,434,118,1200,5,6,97.0,9.0,80.0,14,0,2,2,1,0,0,0,1,1,1,2,5,16.0,0.0,8,10
1,5,0,16,311,339,2,390,194,4000,15,19,99.0,37.0,90.0,11,0,0,3,1,0,0,0,1,1,1,2,15,16.0,0.0,8,10
1,29,19,436,260,190,27,385,5,1100,5,16,78.0,16.0,350.0,7,0,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,23,24,436,300,27,16,374,172,1000,8,12,124.0,40.0,85.0,10,0,0,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
1,9,1,436,339,416,27,418,94,500,6,33,91.0,25.0,65.0,14,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,23,24,436,292,5,16,360,100,1000,8,12,116.0,1.0,70.0,10,0,2,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
1,2,11,436,282,366,9,351,59,1000,6,11,111.0,2.0,85.0,9,0,2,3,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,4,24,436,322,173,16,404,147,1200,5,6,90.0,45.0,90.0,12,0,0,2,1,0,0,0,1,1,1,2,5,16.0,0.0,8,10
1,23,24,436,304,21,27,380,170,1000,8,12,117.0,0.0,90.0,11,0,2,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10
1,17,1,36,227,386,2,249,147,800,6,33,79.0,1.0,205.0,0,0,2,1,1,0,0,0,0,1,1,1,6,16.0,0.0,3,10
0,27,5,290,166,57,15,296,54,400,5,33,83.0,5.0,490.0,21,6,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,3,0,145,274,2,0,354,114,300,4,33,103.0,5.0,140.0,8,0,2,1,1,0,0,1,0,1,0,0,4,30.0,0.0,15,10
1,39,5,401,327,74,2,414,131,3500,14,23,84.0,12.0,115.0,13,0,1,3,1,0,0,0,1,1,2,2,14,20.0,0.0,8,10
1,32,6,413,285,48,27,367,195,600,7,33,87.0,35.0,140.0,9,0,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,22,1,127,354,138,18,441,104,900,5,25,71.0,20.0,90.0,15,0,0,2,1,0,0,0,1,1,1,2,5,16.0,0.0,8,10
1,34,5,121,387,165,16,478,48,1200,5,26,84.0,7.0,80.0,18,0,2,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,10,0,76,324,69,27,418,144,2000,10,19,100.0,2.0,140.0,12,0,2,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,42,5,436,292,201,0,367,60,800,5,33,67.0,7.0,105.0,10,0,1,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,36,1,408,292,452,27,365,111,400,5,35,95.0,3.0,95.0,10,0,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,1,19,148,152,57,12,189,194,600,8,32,113.0,7.0,158.0,21,6,2,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,26,0,178,355,214,27,448,147,1500,5,1,78.0,6.0,110.0,15,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,22,1,50,364,425,0,455,104,900,5,25,90.0,19.0,100.0,16,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,20,24,121,299,105,6,389,26,500,6,33,64.0,16.0,150.0,10,0,0,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,22,0,390,358,465,2,442,126,900,5,25,90.0,27.0,75.0,15,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,8,4,385,293,441,27,368,28,600,7,34,94.0,17.0,105.0,10,0,0,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10
1,13,24,285,236,93,14,364,100,1200,6,6,80.0,19.0,530.0,2,0,1,2,1,0,0,0,1,1,1,1,6,16.0,0.0,3,10
1,30,8,287,264,130,27,348,147,800,10,36,130.0,6.0,175.0,7,0,2,1,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,46,5,8,347,7,0,436,48,400,5,33,91.0,21.0,100.0,14,0,1,1,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,8,3,365,283,295,20,364,126,1200,8,19,120.0,1.0,135.0,9,0,2,3,1,1,1,1,1,1,0,0,8,30.0,45.0,15,10
1,45,5,436,359,72,6,440,121,3000,10,19,115.0,0.0,60.0,15,0,2,3,1,1,1,0,0,1,2,0,10,20.0,45.0,8,10
1,37,5,20,347,96,16,439,97,600,8,33,120.0,9.0,115.0,14,0,2,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10
0,48,0,313,45,471,19,59,135,1200,5,7,105.0,10.0,124.0,14,6,2,2,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10
1,5,0,28,301,105,0,395,37,4000,15,19,91.0,29.0,170.0,10,0,0,3,1,0,0,1,0,1,0,0,15,30.0,0.0,15,10
0,7,13,253,21,3,27,21,17,700,8,33,65.0,18.0,55.0,11,6,0,1,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10
1,31,21,436,292,259,24,357,180,800,8,36,84.0,35.0,8.0,10,0,0,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,19,0,1,361,312,16,467,33,2000,8,17,85.0,7.0,165.0,15,0,2,2,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10
1,0,24,325,287,297,2,364,126,500,6,33,104.0,29.0,115.0,9,0,0,1,1,1,1,1,1,1,0,0,6,30.0,45.0,15,10
1,25,12,361,283,36,14,348,55,600,7,13,73.0,19.0,65.0,9,0,0,1,1,0,0,1,0,1,0,0,7,30.0,0.0,15,10
0,35,24,436,71,98,27,83,75,1500,10,15,68.0,18.0,152.0,16,6,0,3,1,0,0,0,1,1,2,0,10,20.0,0.0,8,10
1,22,1,53,376,349,18,463,138,900,5,25,116.0,14.0,70.0,17,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,28,1,43,142,57,12,278,24,350,5,33,90.0,27.0,510.0,21,6,1,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10
1,42,6,436,292,414,6,365,26,2000,8,19,105.0,0.0,95.0,10,0,2,3,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
0,40,5,372,185,23,20,272,61,500,6,33,98.0,29.0,407.0,22,6,1,1,1,0,0,0,1,1,1,2,6,16.0,0.0,3,10
0,28,6,94,162,276,27,286,174,500,7,33,81.0,12.0,481.0,21,6,1,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10
1,18,0,227,340,281,6,437,47,700,5,6,102.0,24.0,145.0,14,0,0,2,1,1,0,0,1,1,2,2,5,20.0,30.0,8,10
0,44,5,333,156,265,14,301,55,700,5,2,82.0,6.0,517.0,21,6,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,16,0,164,287,447,27,382,180,2500,10,27,107.0,10.0,185.0,9,0,1,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,9,1,436,338,46,2,419,90,500,6,33,78.0,12.0,75.0,13,0,1,1,1,0,0,0,0,1,2,2,6,20.0,0.0,8,10
1,13,24,285,236,93,14,364,122,800,5,6,81.0,35.0,530.0,2,0,0,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,5,0,77,315,105,0,413,144,4000,15,19,102.0,3.0,170.0,12,0,2,3,1,0,0,0,0,1,2,2,15,20.0,0.0,8,10
1,2,11,186,274,56,2,391,59,1000,6,11,66.0,7.0,285.0,8,0,1,3,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
0,43,24,426,176,207,27,181,104,800,5,6,77.0,28.0,98.0,22,6,0,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,25,12,151,298,60,12,368,144,600,7,13,108.0,0.0,80.0,10,0,2,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,36,1,382,295,163,2,364,40,3500,12,19,78.0,16.0,75.0,10,0,1,3,1,0,0,1,0,1,0,0,12,30.0,0.0,15,10
0,12,12,213,201,4,27,178,77,3600,20,28,107.0,26.0,49.0,22,6,1,3,1,0,0,0,1,1,1,1,20,16.0,0.0,3,10
1,5,0,28,286,105,0,380,194,4000,15,19,72.0,18.0,180.0,9,0,0,3,1,0,0,1,0,1,0,0,15,30.0,0.0,15,10
0,28,1,43,142,57,12,278,194,350,5,33,77.0,5.0,510.0,21,6,1,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10
0,6,0,436,186,49,0,201,159,4200,16,19,78.0,24.0,120.0,22,6,0,3,1,0,0,0,0,1,1,1,16,16.0,0.0,3,10
1,32,5,356,299,9,19,368,23,600,7,33,72.0,20.0,75.0,10,0,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,19,0,111,373,293,0,464,30,2500,10,17,100.0,0.0,90.0,16,0,2,2,1,0,0,0,0,1,2,2,10,20.0,0.0,8,10
1,19,1,102,377,311,27,470,129,2500,10,17,98.0,12.0,100.0,17,0,2,2,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
0,11,24,257,95,107,12,125,77,900,5,31,82.0,9.0,187.0,18,6,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,47,17,84,137,472,19,187,180,600,7,33,90.0,30.0,181.0,20,6,1,1,1,0,0,1,0,1,0,0,7,30.0,0.0,15,10
0,48,0,380,26,50,16,24,22,1200,5,7,74.0,14.0,68.0,12,6,1,2,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10
0,48,0,376,31,243,14,42,22,1200,5,7,67.0,10.0,96.0,13,6,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,46,1,77,352,83,2,464,147,2800,12,24,97.0,43.0,195.0,15,0,0,2,1,0,0,0,0,1,2,2,12,20.0,0.0,8,10
1,39,5,401,328,433,7,420,158,1000,5,19,70.0,19.0,130.0,13,0,0,3,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,3,0,208,290,182,27,355,147,3500,12,19,102.0,27.0,65.0,9,0,1,3,1,0,0,1,1,1,2,0,12,20.0,0.0,15,10
1,30,1,436,277,163,0,362,180,4500,15,21,121.0,17.0,155.0,8,0,1,3,1,1,1,1,1,1,0,0,15,30.0,45.0,15,10
0,15,11,150,9,235,10,18,189,1500,8,2,82.0,27.0,175.0,9,6,0,2,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
0,35,24,315,164,356,2,190,31,1500,10,15,100.0,8.0,134.0,21,6,2,3,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
1,32,5,359,303,43,27,369,23,500,6,33,77.0,12.0,60.0,10,0,1,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,20,24,64,315,81,27,403,13,500,6,33,98.0,30.0,120.0,12,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,8,3,365,284,452,27,365,28,300,4,33,125.0,12.0,135.0,9,0,2,1,1,1,1,1,1,1,0,0,4,30.0,45.0,15,10
1,3,0,173,280,43,27,347,88,300,4,33,89.0,42.0,75.0,9,0,0,1,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10
1,25,12,361,283,36,14,348,8,600,7,13,73.0,25.0,65.0,9,0,0,1,1,0,0,1,0,1,0,0,7,30.0,0.0,15,10
1,4,24,436,322,173,16,404,172,1200,5,6,71.0,6.0,90.0,12,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,26,0,387,364,379,2,451,122,1500,5,1,67.0,23.0,80.0,16,0,0,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,7,11,145,123,107,17,177,162,700,8,33,102.0,10.0,204.0,20,6,2,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,37,0,400,343,425,2,446,172,600,8,33,116.0,16.0,160.0,14,0,1,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10
1,31,21,436,374,259,24,458,147,800,8,36,92.0,44.0,8.0,17,0,0,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10
0,12,14,302,198,313,27,186,30,900,5,28,79.0,13.0,62.0,22,6,1,3,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,18,0,34,344,99,2,421,59,400,5,33,102.0,14.0,50.0,14,0,1,1,1,1,0,0,1,1,2,2,5,20.0,30.0,8,10
1,46,1,104,369,318,0,456,144,2800,12,24,79.0,29.0,80.0,16,0,0,2,1,0,0,0,1,1,2,2,12,20.0,0.0,8,10
0,43,24,247,180,116,17,288,21,800,5,6,110.0,6.0,447.0,22,6,2,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,22,0,339,380,109,2,455,48,15000,18,0,100.0,3.0,20.0,17,0,2,3,1,0,0,1,1,1,0,0,18,30.0,0.0,15,10
0,35,24,407,145,478,0,196,22,1200,8,33,78.0,25.0,194.0,21,6,0,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,5,0,68,329,77,27,405,144,4000,15,19,96.0,23.0,60.0,13,0,1,3,1,0,0,0,1,1,2,2,15,20.0,0.0,8,10
1,30,8,436,279,123,27,348,47,800,10,36,129.0,44.0,85.0,8,0,0,1,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
0,28,1,51,200,23,21,302,110,350,5,33,91.0,13.0,433.0,22,6,2,1,1,1,1,0,1,1,2,2,5,20.0,30.0,3,10
0,2,11,436,136,35,1,191,120,1200,7,11,88.0,42.0,195.0,20,6,0,3,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,14,0,436,320,404,27,392,92,5000,15,19,129.0,11.0,55.0,12,0,2,3,1,1,1,0,1,1,0,0,15,30.0,45.0,8,10
0,43,24,138,162,18,21,198,107,1000,6,6,90.0,26.0,164.0,21,6,1,2,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
0,48,0,358,45,31,6,74,156,1200,5,7,117.0,10.0,230.0,14,6,2,2,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10
1,14,5,274,277,35,1,369,144,1800,7,4,128.0,27.0,190.0,8,0,1,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10
1,39,1,436,339,376,2,434,126,1000,5,19,75.0,32.0,135.0,14,0,0,3,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10
1,14,0,436,316,233,7,389,109,1800,7,4,133.0,14.0,60.0,12,0,2,1,1,1,1,0,1,1,2,0,7,20.0,45.0,8,10
1,8,4,385,293,441,27,368,126,600,7,34,119.0,15.0,105.0,10,0,1,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10
0,28,1,43,188,424,2,296,110,350,5,33,71.0,20.0,445.0,22,6,0,1,1,1,1,0,0,1,2,2,5,20.0,30.0,3,10
1,23,24,436,298,189,27,359,187,1000,8,12,108.0,23.0,35.0,10,0,0,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
0,28,6,92,161,333,14,292,37,500,7,33,81.0,36.0,492.0,21,6,0,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10
1,31,21,436,374,259,24,458,147,800,8,36,86.0,30.0,8.0,17,0,1,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,4,24,436,311,438,2,383,59,1200,5,6,72.0,23.0,65.0,11,0,0,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,47,17,192,195,476,19,169,104,600,7,33,65.0,6.0,35.0,22,6,1,1,1,0,0,0,0,1,1,1,7,16.0,0.0,3,10
1,41,0,391,342,114,27,452,59,2500,10,20,91.0,19.0,195.0,14,0,1,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,5,1,323,334,428,2,412,26,4000,15,19,101.0,13.0,70.0,13,0,2,3,1,0,0,0,0,1,2,2,15,20.0,0.0,8,10
1,5,0,28,301,105,0,395,144,4000,15,19,89.0,22.0,170.0,10,0,1,3,1,0,0,1,0,1,0,0,15,30.0,0.0,15,10
1,49,24,436,300,444,6,373,116,500,6,33,94.0,9.0,80.0,10,0,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,3,0,173,279,323,0,353,114,3500,12,19,101.0,44.0,110.0,8,0,0,3,1,0,0,1,0,1,0,0,12,30.0,0.0,15,10
0,43,24,136,164,129,27,205,194,800,5,6,65.0,16.0,175.0,21,6,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,47,17,189,173,478,6,281,140,3000,12,19,94.0,43.0,452.0,22,6,0,3,1,0,0,0,1,1,1,1,12,16.0,0.0,3,10
1,31,21,436,269,259,24,325,21,800,8,36,71.0,23.0,8.0,8,0,0,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,45,1,357,352,72,6,432,189,600,8,37,98.0,22.0,55.0,15,0,0,1,1,1,1,0,1,1,2,0,8,20.0,45.0,8,10
0,47,17,180,176,461,27,207,51,600,7,33,96.0,28.0,154.0,22,6,1,1,1,0,0,0,1,1,1,1,7,16.0,0.0,3,10
0,12,12,214,202,146,27,184,147,900,5,28,105.0,7.0,56.0,22,6,2,3,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
0,28,9,119,142,128,15,270,129,350,5,33,65.0,8.0,493.0,21,6,1,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10
0,24,10,0,19,107,15,35,77,800,4,2,104.0,30.0,186.0,11,6,0,2,1,1,1,0,1,1,0,0,4,30.0,45.0,8,10
1,10,0,26,304,259,0,398,37,4500,18,19,101.0,44.0,170.0,11,0,0,3,1,0,0,0,0,1,2,2,18,20.0,0.0,8,10
1,4,24,436,311,438,2,383,103,1200,5,6,68.0,14.0,65.0,11,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,46,5,8,347,7,0,436,13,400,5,33,84.0,23.0,100.0,14,0,1,1,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,27,5,297,155,333,17,270,210,2500,10,19,107.0,7.0,466.0,21,6,2,3,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
0,15,24,436,44,200,27,55,21,800,4,2,117.0,10.0,124.0,14,6,2,2,1,0,0,0,1,1,2,2,4,20.0,0.0,8,10
1,45,6,0,365,72,2,446,90,1000,5,29,107.0,21.0,50.0,16,0,1,2,1,1,1,0,1,1,0,0,5,30.0,45.0,8,10
0,6,0,436,137,15,0,143,146,4200,16,19,69.0,15.0,95.0,20,6,0,3,1,0,0,1,0,1,0,0,16,30.0,0.0,15,10
1,20,24,126,310,105,0,399,194,500,6,33,78.0,16.0,140.0,11,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,14,5,135,239,350,2,423,55,5000,15,19,127.0,44.0,735.0,3,0,0,3,1,1,1,0,1,1,1,1,15,16.0,24.0,3,10
1,36,1,408,295,390,20,364,115,400,5,35,96.0,11.0,75.0,10,0,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
