flight_date,departure.iata,departure.terminal,departure.gate,departure.scheduled,arrival.iata,arrival.terminal,arrival.scheduled,airline.iata,terminal_distance_m,terminal_walk_time_min,terminal_transport_method,connection_time_min,arrival_delay_min,scheduled_flight_min,departure_hour,day_of_week,risk_label,transport_friction,is_cross_airport,is_intl_hub,is_major_airport,is_peak_hour,terminal_change,has_delay_info,security_crowd,immigration_crowd,walking_time_min,security_time_min,immigration_time_min,congestion_time_min,baggage_time_min
0,27,0,263,200,131,0,193,201,2500,10,19,88.0,14.0,75.0,22,6,1,3,1,0,0,0,0,1,2,2,10,20.0,0.0,3,10
1,13,24,241,266,35,1,381,204,800,5,6,83.0,20.0,295.0,7,0,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,37,5,436,372,96,16,467,144,600,8,33,137.0,12.0,110.0,16,0,2,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10
0,44,5,366,192,387,12,188,189,700,5,2,77.0,12.0,72.0,22,6,1,2,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
1,2,11,436,290,56,2,407,26,1200,7,11,113.0,3.0,270.0,9,0,2,3,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
0,11,24,264,142,308,2,149,201,700,5,31,94.0,24.0,100.0,21,6,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,42,5,436,295,270,27,366,60,800,5,33,99.0,3.0,85.0,10,0,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,19,0,23,381,191,27,467,30,2000,8,17,84.0,3.0,65.0,17,0,2,2,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,26,0,135,348,236,27,449,204,3000,5,14,101.0,13.0,150.0,14,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,40,6,197,120,149,27,150,30,500,6,33,66.0,22.0,152.0,20,6,0,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,19,0,35,377,279,16,474,43,700,10,33,84.0,17.0,110.0,17,0,1,1,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
1,25,24,350,286,118,27,353,157,600,7,13,96.0,27.0,75.0,9,0,1,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
0,40,6,177,135,355,27,168,30,500,6,33,89.0,6.0,154.0,20,6,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,42,6,436,304,111,7,376,166,800,5,33,101.0,6.0,70.0,11,0,2,1,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10
0,28,6,89,219,107,15,264,77,350,5,33,95.0,5.0,304.0,23,6,2,1,1,1,1,0,1,1,2,2,5,20.0,30.0,3,10
1,46,5,8,347,7,0,436,126,2800,12,24,85.0,18.0,100.0,14,0,1,2,1,0,0,0,1,1,2,2,12,20.0,0.0,8,10
1,32,5,359,303,43,27,369,28,600,7,33,81.0,17.0,60.0,10,0,1,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,42,6,436,304,201,0,383,166,800,5,33,85.0,9.0,105.0,11,0,2,1,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,17,1,45,213,445,27,210,112,800,6,33,81.0,30.0,85.0,23,6,0,1,1,0,0,0,1,1,1,2,6,16.0,0.0,3,10
1,13,24,176,272,16,9,374,97,800,5,6,84.0,10.0,225.0,8,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,14,1,379,262,366,9,323,55,5500,18,19,125.0,19.0,95.0,7,0,1,3,1,1,1,1,1,1,0,0,18,30.0,45.0,15,10
1,17,1,46,220,268,2,239,29,600,5,33,81.0,21.0,180.0,0,0,1,1,1,0,0,0,0,1,1,1,5,16.0,0.0,3,10
1,37,5,20,347,96,16,439,79,2800,10,9,151.0,8.0,115.0,14,0,2,3,1,1,0,0,1,1,2,2,10,20.0,30.0,8,10
0,11,24,276,103,356,0,197,201,700,5,31,70.0,24.0,315.0,19,6,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,24,6,436,37,421,6,308,51,700,4,2,95.0,7.0,1040.0,13,6,1,2,1,1,1,0,1,1,0,0,4,30.0,45.0,8,10
1,41,1,408,334,168,27,434,214,2500,10,20,75.0,9.0,160.0,13,0,1,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,6,1,436,308,152,0,380,194,4200,16,19,83.0,13.0,70.0,11,0,1,3,1,0,0,0,1,1,2,2,16,20.0,0.0,8,10
1,46,5,8,347,7,0,436,55,2500,10,24,89.0,14.0,100.0,14,0,1,2,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,3,0,200,269,58,0,345,147,300,4,33,82.0,13.0,130.0,8,0,1,1,1,0,0,1,0,1,0,0,4,30.0,0.0,15,10
0,12,12,210,186,374,17,187,88,900,5,28,110.0,8.0,86.0,22,6,2,3,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,37,1,434,333,425,0,436,93,2500,12,9,104.0,24.0,175.0,13,0,0,3,1,1,0,0,1,1,2,2,12,20.0,30.0,8,10
1,3,0,173,281,9,19,354,88,3500,12,19,94.0,24.0,105.0,9,0,1,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
1,4,24,436,311,438,2,383,43,1200,5,6,75.0,26.0,65.0,11,0,0,2,1,0,0,0,1,1,1,2,5,16.0,0.0,8,10
1,46,0,106,365,483,27,486,55,400,5,33,118.0,13.0,300.0,16,0,2,1,1,0,0,0,1,1,1,2,5,16.0,0.0,8,10
1,3,0,69,282,241,27,352,147,300,4,33,77.0,21.0,90.0,9,0,1,1,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10
1,4,24,436,311,438,2,383,172,1200,5,6,74.0,6.0,65.0,11,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,24,6,205,218,217,27,331,24,800,4,2,143.0,13.0,575.0,23,6,2,2,1,1,1,0,1,1,2,2,4,20.0,30.0,3,10
1,29,18,436,259,251,27,347,179,1100,5,16,84.0,15.0,195.0,7,0,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,31,6,436,43,105,6,65,26,800,8,36,81.0,1.0,175.0,14,6,2,1,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10
1,22,1,53,376,349,18,463,74,15900,23,0,117.0,4.0,70.0,17,0,2,3,1,0,0,1,1,1,0,0,23,30.0,0.0,15,10
0,11,24,225,145,86,27,151,46,700,5,31,111.0,7.0,100.0,21,6,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,32,6,406,291,323,0,369,21,5000,12,22,95.0,38.0,120.0,9,0,0,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
1,29,18,436,246,399,27,332,179,1100,5,16,78.0,30.0,225.0,5,0,0,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,25,12,361,283,36,14,348,147,600,7,13,79.0,29.0,65.0,9,0,0,1,1,0,0,1,0,1,0,0,7,30.0,0.0,15,10
0,7,13,436,21,178,27,21,36,700,8,33,100.0,25.0,55.0,11,6,1,1,1,0,0,0,1,1,0,2,8,30.0,0.0,8,10
0,7,12,206,29,294,27,41,130,700,8,33,87.0,20.0,135.0,12,6,1,1,1,0,0,0,1,1,2,0,8,20.0,0.0,8,10
1,29,18,436,252,359,27,380,179,1100,5,16,69.0,22.0,365.0,6,0,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,35,24,315,164,356,2,190,147,1200,8,33,113.0,2.0,134.0,21,6,2,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
0,11,24,169,185,368,0,190,61,700,5,31,121.0,13.0,90.0,22,6,2,2,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
0,48,0,377,17,373,2,27,131,1200,5,7,68.0,24.0,160.0,10,6,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,38,0,256,200,79,27,224,32,500,6,33,70.0,12.0,146.0,22,6,1,1,1,1,1,0,1,1,2,2,6,20.0,30.0,3,10
1,9,5,436,332,391,0,411,74,500,6,33,82.0,32.0,75.0,13,0,0,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,49,24,172,292,337,20,369,116,600,5,5,90.0,20.0,115.0,10,0,1,2,1,0,0,1,1,1,2,0,5,20.0,0.0,15,10
0,38,5,399,186,393,0,179,152,2000,10,19,64.0,16.0,76.0,22,6,0,3,1,1,1,0,1,1,2,2,10,20.0,30.0,3,10
0,6,1,436,133,49,2,151,112,4200,16,19,89.0,35.0,120.0,20,6,0,3,1,0,0,1,0,1,0,0,16,30.0,0.0,15,10
0,48,0,313,45,471,19,59,22,1200,5,7,107.0,5.0,124.0,14,6,2,2,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10
0,44,5,333,80,50,27,183,131,400,5,33,66.0,16.0,400.0,17,6,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,19,0,110,380,314,16,468,33,700,10,33,84.0,27.0,75.0,17,0,0,1,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
0,35,24,436,48,154,14,124,187,1200,8,33,93.0,11.0,425.0,14,6,2,1,1,0,0,0,1,1,2,0,8,20.0,0.0,8,10
1,41,1,286,341,204,6,459,126,2500,10,20,108.0,5.0,230.0,14,0,2,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,3,0,200,269,58,0,345,88,3500,12,19,87.0,31.0,130.0,8,0,0,3,1,0,0,1,0,1,0,0,12,30.0,0.0,15,10
1,0,24,325,287,297,2,364,51,300,4,33,123.0,42.0,115.0,9,0,0,1,1,1,1,1,1,1,0,0,4,30.0,45.0,15,10
1,14,1,381,299,148,7,385,70,1800,7,4,125.0,14.0,140.0,10,0,2,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10
1,30,5,228,265,167,27,377,182,800,10,36,117.0,10.0,285.0,7,0,1,1,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,17,1,33,228,296,27,247,51,600,5,33,82.0,2.0,195.0,0,0,2,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,9,1,436,333,253,0,437,94,3000,12,19,100.0,45.0,180.0,13,0,0,3,1,0,0,0,1,1,2,2,12,20.0,0.0,8,10
1,33,22,436,339,265,25,415,24,800,5,6,67.0,5.0,5.0,14,0,1,2,0,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,14,5,195,241,330,6,422,55,5000,15,19,120.0,34.0,684.0,4,0,0,3,1,1,1,0,0,1,1,2,15,16.0,30.0,3,10
1,10,0,78,326,140,2,424,26,3500,15,19,122.0,15.0,160.0,12,0,2,3,1,0,0,0,1,1,2,2,15,20.0,0.0,8,10
0,28,5,75,168,23,21,264,104,500,7,33,100.0,6.0,428.0,21,6,2,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10
0,43,24,220,124,334,6,166,194,1000,6,6,76.0,31.0,175.0,20,6,0,2,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
0,43,24,428,200,129,27,230,147,1000,6,6,103.0,14.0,167.0,22,6,2,2,1,0,0,0,1,1,1,2,6,16.0,0.0,3,10
1,18,0,329,355,425,2,448,86,700,5,6,141.0,6.0,110.0,15,0,2,2,1,1,0,0,1,1,1,2,5,16.0,30.0,8,10
1,3,0,145,274,2,0,354,88,300,4,33,95.0,1.0,140.0,8,0,2,1,1,0,0,1,0,1,0,0,4,30.0,0.0,15,10
1,34,6,83,361,83,2,475,144,1200,5,26,103.0,10.0,200.0,15,0,2,3,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,27,0,189,218,175,12,259,201,400,5,33,110.0,10.0,295.0,23,6,2,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,45,1,345,335,231,0,417,165,1000,5,29,99.0,15.0,80.0,13,0,1,2,1,1,1,0,1,1,2,0,5,20.0,45.0,8,10
1,45,5,436,359,72,6,440,59,600,8,37,125.0,1.0,60.0,15,0,2,1,1,1,1,0,0,1,2,0,8,20.0,45.0,8,10
1,45,6,66,355,375,2,437,196,1000,5,29,116.0,1.0,65.0,15,0,2,2,1,1,1,0,1,1,0,0,5,30.0,45.0,8,10
1,45,1,374,362,331,2,450,131,600,8,37,132.0,11.0,85.0,16,0,2,1,1,1,1,0,0,1,2,0,8,20.0,45.0,8,10
0,12,12,217,194,368,2,187,147,900,5,28,98.0,11.0,67.0,22,6,2,3,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
0,7,12,202,90,100,0,116,201,1000,8,19,84.0,4.0,190.0,18,6,2,3,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
0,47,17,84,132,479,27,192,129,3000,12,19,99.0,45.0,206.0,20,6,0,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
1,46,0,106,365,483,27,486,33,2500,10,24,90.0,10.0,300.0,16,0,2,2,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,36,1,408,283,389,2,376,165,400,5,35,109.0,4.0,175.0,9,0,2,1,1,0,0,1,0,1,0,0,5,30.0,0.0,15,10
1,36,1,382,279,43,27,360,22,400,5,35,86.0,29.0,135.0,8,0,1,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,23,24,436,264,19,9,344,65,1000,8,12,100.0,22.0,160.0,7,0,0,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
0,12,14,308,203,382,15,254,147,900,5,28,120.0,14.0,333.0,22,6,2,3,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
0,15,12,212,173,80,27,190,130,800,4,2,99.0,6.0,114.0,22,6,2,2,1,0,0,0,1,1,1,2,4,16.0,0.0,3,10
0,42,6,436,74,201,0,80,26,2000,8,19,90.0,35.0,105.0,16,6,0,3,1,0,0,0,1,1,2,2,8,20.0,0.0,8,10
0,1,19,174,205,122,27,161,28,600,8,32,77.0,29.0,7.0,23,6,0,1,1,0,0,0,1,1,1,2,8,16.0,0.0,3,10
1,36,1,408,283,389,2,376,129,3500,12,19,88.0,1.0,175.0,9,0,2,3,1,0,0,1,0,1,0,0,12,30.0,0.0,15,10
1,33,23,436,392,265,26,482,107,1200,6,6,84.0,31.0,6.0,19,0,0,2,0,0,0,1,1,1,0,0,6,30.0,0.0,15,10
0,21,14,295,59,247,9,306,88,800,5,30,64.0,8.0,915.0,15,6,1,3,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10
0,35,24,436,88,54,0,101,20,1200,8,33,99.0,1.0,140.0,17,6,2,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
0,12,13,232,186,272,27,190,88,900,5,28,91.0,26.0,89.0,22,6,1,3,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
0,31,0,436,211,69,27,231,13,800,8,36,106.0,13.0,145.0,23,6,2,1,1,0,0,0,1,1,1,2,8,16.0,0.0,3,10
0,21,14,326,104,333,17,171,210,700,5,30,104.0,9.0,263.0,19,6,2,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,47,17,192,195,476,19,169,86,3000,12,19,70.0,8.0,35.0,22,6,1,3,1,0,0,0,0,1,1,1,12,16.0,0.0,3,10
1,46,5,432,388,307,27,477,215,400,5,33,100.0,28.0,50.0,18,0,1,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,5,0,23,322,152,0,398,97,4000,15,19,75.0,21.0,75.0,12,0,0,3,1,0,0,0,0,1,2,2,15,20.0,0.0,8,10
0,40,6,298,152,387,14,164,201,500,6,33,77.0,33.0,115.0,21,6,0,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,6,1,436,283,326,27,367,122,4200,16,19,96.0,10.0,150.0,9,0,2,3,1,0,0,1,1,1,0,0,16,30.0,0.0,15,10
0,24,8,97,66,134,6,86,54,1500,6,2,98.0,11.0,193.0,15,6,1,2,1,1,1,0,1,1,0,0,6,30.0,45.0,8,10
1,18,0,61,292,113,18,417,37,500,4,6,105.0,33.0,300.0,10,0,0,2,1,1,0,1,1,1,0,0,4,30.0,45.0,15,10
1,30,8,436,279,123,27,348,147,6000,20,10,107.0,17.0,85.0,8,0,0,3,1,1,1,1,1,1,0,0,20,30.0,45.0,15,10
1,31,21,436,392,259,24,483,107,800,8,36,98.0,24.0,8.0,19,0,1,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10
0,27,0,328,109,334,7,107,37,400,5,33,92.0,0.0,77.0,19,6,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,17,1,46,220,268,2,239,175,600,5,33,87.0,30.0,180.0,0,0,1,1,1,0,0,0,0,1,1,1,5,16.0,0.0,3,10
1,26,0,178,355,214,27,448,16,1500,5,1,91.0,26.0,110.0,15,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,19,0,125,373,215,27,463,30,700,10,33,96.0,43.0,85.0,16,0,0,1,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,29,19,436,276,202,27,343,37,1100,5,16,93.0,13.0,80.0,8,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,10,1,68,358,104,2,438,26,3500,15,19,88.0,5.0,55.0,15,0,2,3,1,0,0,0,0,1,2,2,15,20.0,0.0,8,10
1,14,5,148,286,101,6,398,22,5000,15,19,137.0,11.0,260.0,9,0,2,3,1,1,1,1,0,1,0,0,15,30.0,45.0,15,10
0,47,17,189,173,478,6,281,176,3000,12,19,110.0,10.0,452.0,22,6,2,3,1,0,0,0,1,1,1,1,12,16.0,0.0,3,10
1,46,1,165,374,165,16,469,13,2500,10,24,98.0,45.0,110.0,17,0,0,2,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
0,6,1,436,133,49,2,151,123,4200,16,19,100.0,45.0,120.0,20,6,0,3,1,0,0,1,0,1,0,0,16,30.0,0.0,15,10
1,0,24,229,291,390,20,374,51,400,5,33,128.0,2.0,130.0,9,0,2,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10
0,17,5,71,190,291,27,221,112,600,5,33,67.0,16.0,155.0,22,6,0,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
0,47,17,136,190,473,27,190,144,600,7,33,94.0,0.0,79.0,22,6,2,1,1,0,0,0,1,1,2,2,7,20.0,0.0,3,10
1,36,1,408,295,390,20,364,112,3500,12,19,96.0,11.0,75.0,10,0,2,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
1,31,21,436,327,259,24,402,112,800,8,36,79.0,7.0,8.0,13,0,1,1,0,0,0,0,1,1,2,2,8,20.0,0.0,8,10
1,3,0,173,281,9,19,354,147,300,4,33,66.0,12.0,105.0,9,0,1,1,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10
0,47,17,84,132,461,27,163,39,3000,12,19,96.0,45.0,154.0,20,6,0,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
1,36,1,408,296,91,2,369,22,400,5,35,81.0,10.0,95.0,10,0,1,1,1,0,0,1,0,1,0,0,5,30.0,0.0,15,10
1,14,5,144,280,16,9,367,144,5000,15,19,127.0,17.0,165.0,9,0,1,3,1,1,1,1,1,1,0,0,15,30.0,45.0,15,10
1,30,8,436,281,40,2,350,54,4500,15,21,111.0,22.0,85.0,9,0,0,3,1,1,1,1,1,1,0,0,15,30.0,45.0,15,10
1,23,24,436,290,44,16,360,170,1000,8,12,95.0,5.0,80.0,9,0,1,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
1,46,5,8,347,7,0,436,30,2500,10,24,97.0,29.0,100.0,14,0,1,2,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
0,47,17,192,195,476,19,169,43,3000,12,19,95.0,19.0,35.0,22,6,1,3,1,0,0,0,0,1,1,1,12,16.0,0.0,3,10
1,20,24,23,322,448,27,409,13,500,6,33,78.0,14.0,115.0,12,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,32,6,411,278,441,27,361,21,500,6,33,114.0,11.0,145.0,8,0,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,9,1,436,339,108,2,421,94,3000,12,19,77.0,8.0,80.0,14,0,1,3,1,0,0,0,0,1,2,2,12,20.0,0.0,8,10
1,36,1,408,296,91,2,369,19,3500,12,19,92.0,21.0,95.0,10,0,1,3,1,0,0,1,0,1,0,0,12,30.0,0.0,15,10
0,43,24,433,112,368,2,146,21,1000,6,6,93.0,43.0,176.0,19,6,0,2,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
0,38,5,418,177,316,27,190,37,2000,10,19,89.0,41.0,106.0,22,6,0,3,1,1,1,0,1,1,2,2,10,20.0,30.0,3,10
0,48,0,302,28,467,27,25,22,1200,5,7,66.0,13.0,66.0,12,6,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,9,0,436,350,391,0,432,74,2000,8,19,104.0,1.0,65.0,15,0,2,3,1,0,0,0,0,1,2,2,8,20.0,0.0,8,10
1,2,11,436,282,366,9,351,103,1200,7,11,84.0,3.0,85.0,9,0,2,3,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
0,47,17,136,190,473,27,190,86,600,7,33,89.0,8.0,79.0,22,6,2,1,1,0,0,0,1,1,1,2,7,16.0,0.0,3,10
0,44,16,388,150,128,15,293,138,500,6,3,99.0,8.0,518.0,21,6,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
0,31,1,436,112,81,27,112,13,800,8,36,110.0,7.0,80.0,19,6,2,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,30,8,436,273,150,19,337,147,4500,15,21,127.0,40.0,85.0,8,0,0,3,1,1,1,1,1,1,0,0,15,30.0,45.0,15,10
1,42,5,436,275,201,0,350,166,800,5,33,71.0,18.0,115.0,8,0,1,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,32,1,436,286,323,6,365,85,600,7,33,94.0,41.0,125.0,9,0,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,14,1,367,271,11,2,353,70,1800,7,4,122.0,22.0,150.0,8,0,1,1,1,1,1,1,0,1,0,0,7,30.0,45.0,15,10
0,27,0,177,168,387,14,172,201,2500,10,19,81.0,28.0,95.0,21,6,0,3,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
0,12,11,142,201,334,7,173,77,900,5,28,97.0,15.0,37.0,22,6,2,3,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
1,25,12,323,285,118,27,352,107,600,7,13,84.0,14.0,75.0,9,0,1,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
0,11,24,224,142,88,0,128,180,900,5,31,96.0,0.0,57.0,21,6,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,4,24,436,311,438,2,383,77,1200,5,6,72.0,19.0,65.0,11,0,1,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,29,18,436,260,102,21,354,179,1100,5,16,87.0,18.0,225.0,7,0,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,31,21,436,315,259,24,387,37,800,8,36,97.0,5.0,8.0,12,0,2,1,0,0,0,0,1,1,2,2,8,20.0,0.0,8,10
1,18,0,31,343,312,18,460,183,700,5,6,111.0,24.0,220.0,14,0,1,2,1,1,0,0,1,1,2,2,5,20.0,30.0,8,10
1,17,0,4,247,82,27,311,172,600,5,33,81.0,0.0,70.0,5,0,2,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
0,40,5,378,188,23,21,268,28,600,7,33,107.0,1.0,395.0,22,6,2,1,1,0,0,0,1,1,1,2,7,16.0,0.0,3,10
0,15,11,157,102,265,15,132,175,800,4,2,105.0,6.0,186.0,19,6,2,2,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10
1,34,0,0,342,52,16,439,131,1200,5,26,88.0,15.0,140.0,14,0,2,3,1,0,0,0,1,1,1,2,5,16.0,0.0,8,10
1,42,5,436,290,201,0,366,209,800,5,33,62.0,8.0,110.0,9,0,1,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,16,0,159,294,91,2,365,180,2500,10,27,99.0,18.0,85.0,10,0,0,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
0,17,1,31,213,445,27,210,44,600,5,33,86.0,43.0,85.0,23,6,0,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,25,11,146,285,378,12,347,153,600,7,13,79.0,33.0,50.0,9,0,0,1,1,0,0,1,0,1,0,0,7,30.0,0.0,15,10
1,8,2,330,284,431,19,353,107,1200,8,19,101.0,21.0,85.0,9,0,0,3,1,1,1,1,1,1,0,0,8,30.0,45.0,15,10
0,28,6,94,162,276,27,286,144,350,5,33,90.0,30.0,481.0,21,6,1,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10
1,8,3,365,282,19,2,368,28,400,5,33,147.0,11.0,160.0,9,0,2,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10
1,23,24,436,300,22,0,376,19,1000,8,12,97.0,18.0,90.0,10,0,0,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
0,43,24,282,189,186,15,291,21,800,5,6,109.0,13.0,434.0,22,6,2,2,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
1,17,1,32,222,71,27,228,175,600,5,33,86.0,27.0,75.0,0,0,1,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,10,0,26,304,259,0,398,97,2000,10,19,81.0,31.0,170.0,11,0,0,3,1,0,0,0,0,1,2,2,10,20.0,0.0,8,10
0,33,24,436,38,335,27,38,187,800,5,6,101.0,4.0,42.0,13,6,2,2,1,0,0,0,1,1,2,0,5,20.0,0.0,8,10
0,1,19,174,205,122,27,161,194,900,12,6,85.0,34.0,7.0,23,6,0,2,1,0,0,0,1,1,1,2,12,16.0,0.0,3,10
1,25,12,350,298,125,27,373,8,600,7,13,84.0,5.0,90.0,10,0,2,1,1,0,0,1,1,1,2,0,7,20.0,0.0,15,10
0,12,12,203,95,459,27,97,88,900,5,28,69.0,22.0,80.0,18,6,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,41,1,283,324,403,0,432,37,2500,10,20,87.0,39.0,200.0,12,0,0,3,1,0,0,0,1,1,1,2,10,16.0,0.0,8,10
1,9,5,436,341,396,0,427,55,500,6,33,90.0,9.0,100.0,14,0,2,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
0,40,6,222,178,128,12,294,21,500,6,33,91.0,39.0,461.0,22,6,0,1,1,0,0,0,1,1,1,1,6,16.0,0.0,3,10
1,39,5,401,327,256,6,449,214,1000,5,19,104.0,8.0,260.0,13,0,2,3,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10
1,37,5,24,320,215,27,404,98,2800,10,9,124.0,11.0,100.0,12,0,2,3,1,1,0,0,1,1,2,2,10,20.0,30.0,8,10
1,13,24,241,266,35,1,381,120,700,5,6,83.0,28.0,295.0,7,0,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,32,6,412,281,400,2,362,195,500,6,33,95.0,25.0,135.0,9,0,1,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,6,1,436,322,401,2,421,13,4200,16,19,121.0,13.0,165.0,12,0,2,3,1,0,0,0,0,1,2,2,16,20.0,0.0,8,10
1,45,1,357,352,72,6,432,26,3000,10,19,104.0,24.0,55.0,15,0,0,3,1,1,1,0,1,1,2,2,10,20.0,30.0,8,10
1,23,24,436,268,246,21,338,142,1000,8,12,99.0,13.0,120.0,7,0,1,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
1,26,0,178,371,212,2,454,74,1500,5,1,90.0,5.0,60.0,16,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
