flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-04-19,scheduled,,,Broome,Australia/Perth,BME,YBRM,,,,2026-04-19T17:00:00+00:00,2026-04-19T17:00:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,,,2026-04-18T22:47:00+00:00,,,,,,empty,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19,landed,,,Alice Springs,Australia/Darwin,ASP,YBAS,,,,2026-04-19T10:00:00+00:00,2026-04-19T10:00:00+00:00,2026-04-18T11:02:00+00:00,2026-04-18T11:02:00+00:00,2026-04-18T11:02:00+00:00,Forest Hill,Australia/Sydney,WGA,YSWG,,,,2026-04-18T15:51:00+00:00,,2026-04-18T15:28:00+00:00,2026-04-18T15:25:00+00:00,2026-04-18T15:25:00+00:00,2026-04-18T15:25:00+00:00,empty,,,,,,,,,,7C79FD,,,,,,,,,,,,,,
2026-04-19,,,,Snake Bay,Australia/Darwin,SNB,YSNK,,,,2026-04-19T09:00:00+00:00,2026-04-19T09:00:00+00:00,,,,Darwin,Australia/Darwin,DRW,YPDN,,,,2026-04-18T09:46:00+00:00,,,,,,empty,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,S. Jeronimo,America/Bogota,MTR,SKMR,,,,2026-04-18T07:15:00+00:00,2026-04-18T07:15:00+00:00,,,,Enrique Olaya Herrera International Airport,America/Bogota,EOH,SKMD,,,,2026-04-18T08:15:00+00:00,,,,,,Clic,VE,EFY,8981,VE8981,EFY8981,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,S. Jeronimo,America/Bogota,MTR,SKMR,,,,2026-04-18T07:15:00+00:00,2026-04-18T07:15:00+00:00,,,,Enrique Olaya Herrera International Airport,America/Bogota,EOH,SKMD,,,,2026-04-18T08:15:00+00:00,,,,,,,A1,A1,5489,A15489,A15489,,,,,,clic,ve,efy,8981,ve8981,efy8981,,,,,,,,
2026-04-18,scheduled,,,Puerto Jimenez,America/Costa_Rica,PJM,MRPJ,,,,2026-04-18T06:45:00+00:00,2026-04-18T06:45:00+00:00,,,,Golfito,America/Costa_Rica,GLF,MRGF,,,,2026-04-18T07:00:00+00:00,,,,,,empty,,,3222,,,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Puerto Jimenez,America/Costa_Rica,PJM,MRPJ,,,,2026-04-18T06:45:00+00:00,2026-04-18T06:45:00+00:00,,,,Golfito,America/Costa_Rica,GLF,MRGF,,,,2026-04-18T07:00:00+00:00,,,,,,SANSA,RZ,LRS,1132,RZ1132,LRS1132,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-04-18T16:00:00+00:00,2026-04-18T16:00:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,15,2026-04-18T19:25:00+00:00,,,,,,Shandong Airlines,SC,CDG,5051,SC5051,CDG5051,,,,,78092E,dalian airlines,,ccd,1463,,ccd1463,,,,,,,,
2026-04-18,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A17,,2026-04-18T16:05:00+00:00,2026-04-18T16:05:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,,2026-04-18T18:35:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9608,GA9608,GIA9608,,,,,,vietnam airlines,vn,hvn,662,vn662,hvn662,,,,,,,,
2026-04-18,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,4,,2026-04-18T16:00:00+00:00,2026-04-18T16:00:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-04-18T20:50:00+00:00,,,,,,Singapore Airlines,SQ,SIA,5880,SQ5880,SIA5880,,,,,,air china,ca,cca,404,ca404,cca404,,,,,,,,
2026-04-18,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F54,,2026-04-18T15:55:00+00:00,2026-04-18T15:55:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,C2,19,2026-04-18T17:15:00+00:00,,,,,,Bangkok Airways,PG,BKP,4814,PG4814,BKP4814,,,,,,thai airways,tg,tha,414,tg414,tha414,,,,,,,,
2026-04-18,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,12,,2026-04-18T15:50:00+00:00,2026-04-18T15:50:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T17:10:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5972,MH5972,MAS5972,,,,,,ethiopian airlines,et,eth,638,et638,eth638,,,,,,,,
2026-04-18,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F42,,2026-04-18T15:45:00+00:00,2026-04-18T15:45:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-04-18T17:15:00+00:00,,,,,,Virgin Australia,VA,VOZ,5722,VA5722,VOZ5722,,,,,,singapore airlines,sq,sia,712,sq712,sia712,,,,,,,,
2026-04-18,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F42,,2026-04-18T15:45:00+00:00,2026-04-18T15:45:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-04-18T17:15:00+00:00,,,,,,SAS,SK,SAS,8017,SK8017,SAS8017,,,,,,singapore airlines,sq,sia,712,sq712,sia712,,,,,,,,
2026-04-18,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F42,,2026-04-18T15:45:00+00:00,2026-04-18T15:45:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-04-18T17:15:00+00:00,,,,,,Bangkok Airways,PG,BKP,4708,PG4708,BKP4708,,,,,,singapore airlines,sq,sia,712,sq712,sia712,,,,,,,,
2026-04-18,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F42,,2026-04-18T15:45:00+00:00,2026-04-18T15:45:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-04-18T17:15:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3452,NZ3452,ANZ3452,,,,,,singapore airlines,sq,sia,712,sq712,sia712,,,,,,,,
2026-04-18,scheduled,,,Jorge Chavez International,America/Lima,LIM,SPJC,,,,2026-04-18T05:30:00+00:00,2026-04-18T05:30:00+00:00,,,,Piura,America/Lima,PIU,SPUR,,,,2026-04-18T07:15:00+00:00,,,,,,Aerolineas Argentinas,AR,ARG,8350,AR8350,ARG8350,,,,,E8021E,latam airlines,la,lan,2302,la2302,lan2302,,,,,,,,
2026-04-18,scheduled,,,Piura,America/Lima,PIU,SPUR,,,,2026-04-18T07:55:00+00:00,2026-04-18T07:55:00+00:00,,,,Jorge Chavez International,America/Lima,LIM,SPJC,,,,2026-04-18T09:25:00+00:00,7.0,,,,,LATAM Airlines,LA,LAN,2303,LA2303,LAN2303,,,,,E8021E,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Piura,America/Lima,PIU,SPUR,,,,2026-04-18T07:55:00+00:00,2026-04-18T07:55:00+00:00,,,,Jorge Chavez International,America/Lima,LIM,SPJC,,,,2026-04-18T09:25:00+00:00,7.0,,,,,Iberia,IB,IBE,6686,IB6686,IBE6686,,,,,E8021E,latam airlines,la,lan,2303,la2303,lan2303,,,,,,,,
2026-04-18,scheduled,,,Piura,America/Lima,PIU,SPUR,,,,2026-04-18T07:55:00+00:00,2026-04-18T07:55:00+00:00,,,,Jorge Chavez International,America/Lima,LIM,SPJC,,,,2026-04-18T09:25:00+00:00,7.0,,,,,Delta Air Lines,DL,DAL,7391,DL7391,DAL7391,,,,,E8021E,latam airlines,la,lan,2303,la2303,lan2303,,,,,,,,
2026-04-18,scheduled,,,Zhoushan,Asia/Shanghai,HSN,ZSZS,,2-08,,2026-04-18T20:50:00+00:00,2026-04-18T20:50:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-04-18T23:30:00+00:00,,,,,,China United Airlines,KN,CUA,5376,KN5376,CUA5376,,,,,780246,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Zhoushan,Asia/Shanghai,HSN,ZSZS,,2-08,,2026-04-18T20:50:00+00:00,2026-04-18T20:50:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-04-18T23:30:00+00:00,,,,,,China Eastern Airlines,MU,CES,8116,MU8116,CES8116,,,,,780246,china united airlines,kn,cua,5376,kn5376,cua5376,,,,,,,,
2026-04-18,scheduled,,,Zhoushan,Asia/Shanghai,HSN,ZSZS,,7,,2026-04-18T20:10:00+00:00,2026-04-18T20:10:00+00:00,,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,,2026-04-18T22:20:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,8370,ZH8370,CSZ8370,,,,,780788,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Zhoushan,Asia/Shanghai,HSN,ZSZS,,7,,2026-04-18T20:10:00+00:00,2026-04-18T20:10:00+00:00,,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,,2026-04-18T22:20:00+00:00,,,,,,Shandong Airlines,SC,CDG,9034,SC9034,CDG9034,,,,,780788,shenzhen airlines,zh,csz,8370,zh8370,csz8370,,,,,,,,
2026-04-18,scheduled,,,Zhoushan,Asia/Shanghai,HSN,ZSZS,,7,,2026-04-18T20:10:00+00:00,2026-04-18T20:10:00+00:00,,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,,2026-04-18T22:20:00+00:00,,,,,,Juneyao Air,HO,DKH,5171,HO5171,DKH5171,,,,,780788,shenzhen airlines,zh,csz,8370,zh8370,csz8370,,,,,,,,
2026-04-18,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,13,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,21,,2026-04-18T22:35:00+00:00,,,,,,China Southern Airlines,CZ,CSN,7574,CZ7574,CSN7574,,,,,,qantas,qf,qfa,749,qf749,qfa749,,,,,,,,
2026-04-18,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,13,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,21,,2026-04-18T22:35:00+00:00,,,,,,Hawaiian Airlines,HA,HAL,3512,HA3512,HAL3512,,,,,,qantas,qf,qfa,749,qf749,qfa749,,,,,,,,
2026-04-18,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,13,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,21,,2026-04-18T22:35:00+00:00,,,,,,IndiGo,6E,IGO,4762,6E4762,IGO4762,,,,,,qantas,qf,qfa,749,qf749,qfa749,,,,,,,,
2026-04-18,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,13,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,21,,2026-04-18T22:35:00+00:00,,,,,,Emirates,EK,UAE,5125,EK5125,UAE5125,,,,,,qantas,qf,qfa,749,qf749,qfa749,,,,,,,,
2026-04-18,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,13,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,21,,2026-04-18T22:35:00+00:00,,,,,,AlphaSky,AS,JAG,5078,AS5078,JAG5078,,,,,,qantas,qf,qfa,749,qf749,qfa749,,,,,,,,
2026-04-18,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,13,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,21,,2026-04-18T22:35:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7168,NZ7168,ANZ7168,,,,,,qantas,qf,qfa,749,qf749,qfa749,,,,,,,,
2026-04-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,3,10,,2026-04-18T21:15:00+00:00,2026-04-18T21:15:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,13,,2026-04-18T22:10:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6952,SQ6952,SIA6952,,,,,7C7A3D,virgin australia,va,voz,249,va249,voz249,,,,,,,,
2026-04-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,3,10,,2026-04-18T21:15:00+00:00,2026-04-18T21:15:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,13,,2026-04-18T22:10:00+00:00,,,,,,Qatar Airways,QR,QTR,7215,QR7215,QTR7215,,,,,7C7A3D,virgin australia,va,voz,249,va249,voz249,,,,,,,,
2026-04-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,3,10,,2026-04-18T21:15:00+00:00,2026-04-18T21:15:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,13,,2026-04-18T22:10:00+00:00,,,,,,Air India,AI,AIC,7153,AI7153,AIC7153,,,,,7C7A3D,virgin australia,va,voz,249,va249,voz249,,,,,,,,
2026-04-18,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,39,,2026-04-18T19:40:00+00:00,2026-04-18T19:40:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,14,,2026-04-18T22:05:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6922,SQ6922,SIA6922,,,,,7C7AA1,virgin australia,va,voz,1404,va1404,voz1404,,,,,,,,
2026-04-18,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,,,2026-04-18T20:20:00+00:00,2026-04-18T20:20:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2026-04-18T22:00:00+00:00,,,,,,IndiGo,6E,IGO,4578,6E4578,IGO4578,,,,,7C6B38,jetstar,jq,jst,768,jq768,jst768,,,,,,,,
2026-04-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,4,45,,2026-04-18T21:00:00+00:00,2026-04-18T21:00:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2026-04-18T21:55:00+00:00,,,,,,IndiGo,6E,IGO,4442,6E4442,IGO4442,,,,,7C6B28,jetstar,jq,jst,782,jq782,jst782,,,,,,,,
2026-04-18,scheduled,,,,,QBZ,YKDI,,,,2026-04-18T16:00:00+00:00,2026-04-18T16:00:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2026-04-18T16:21:00+00:00,,,,,,empty,,,,,,,,,,7C1C95,,,,,,,,,,,,,,
2026-04-18,scheduled,,,,,GOX,VOGA,,,,2026-04-18T14:30:00+00:00,2026-04-18T14:30:00+00:00,,,,Sharjah,Asia/Dubai,SHJ,OMSJ,M,,,2026-04-18T16:10:00+00:00,,,,,,Air Arabia,G9,ABY,493,G9493,ABY493,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Sharjah,Asia/Dubai,SHJ,OMSJ,,,,2026-04-18T17:05:00+00:00,2026-04-18T17:05:00+00:00,,,,Raja Sansi International Airport,Asia/Kolkata,ATQ,VIAR,,,,2026-04-18T22:30:00+00:00,,,,,,Air India Express,IX,AXB,6058,IX6058,AXB6058,,,,,80165C,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Sharjah,Asia/Dubai,SHJ,OMSJ,,,,2026-04-18T17:05:00+00:00,2026-04-18T17:05:00+00:00,,,,Raja Sansi International Airport,Asia/Kolkata,ATQ,VIAR,,,,2026-04-18T22:30:00+00:00,,,,,,Air India,AI,AIC,9170,AI9170,AIC9170,,,,,80165C,air india express,ix,axb,6058,ix6058,axb6058,,,,,,,,
2026-04-18,scheduled,,,Sharjah,Asia/Dubai,SHJ,OMSJ,,,,2026-04-18T16:35:00+00:00,2026-04-18T16:35:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-04-18T21:15:00+00:00,,,,,,Air Arabia,G9,ABY,401,G9401,ABY401,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Sharjah,Asia/Dubai,SHJ,OMSJ,,,,2026-04-18T16:10:00+00:00,2026-04-18T16:10:00+00:00,,,,Tribhuvan International,Asia/Kathmandu,KTM,VNKT,I,,,2026-04-18T22:40:00+00:00,,,,,,Air Arabia,G9,ABY,530,G9530,ABY530,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T21:05:00+00:00,2026-04-18T21:05:00+00:00,,,,Penang International,Asia/Kuala_Lumpur,PEN,WMKP,,,,2026-04-18T22:05:00+00:00,,,,,,Malaysia Airlines,MH,MAS,1166,MH1166,MAS1166,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,Z15,,2026-04-18T21:05:00+00:00,2026-04-18T21:05:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,2,,3,2026-04-19T00:40:00+00:00,,,,,,Hainan Airlines,HU,CHH,756,HU756,CHH756,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T21:00:00+00:00,2026-04-18T21:00:00+00:00,,,,Kota-Kinabalu International Airport,Asia/Kuching,BKI,WBKK,1,,,2026-04-18T23:40:00+00:00,,,,,,Malaysia Airlines,MH,MAS,2628,MH2628,MAS2628,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,,,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,,,,2026-04-19T02:05:00+00:00,,,,,,Sichuan Airlines,3U,CSC,9026,3U9026,CSC9026,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-04-18T22:05:00+00:00,,,,,,Thai Airways,TG,THA,418,TG418,THA418,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-04-18T20:50:00+00:00,2026-04-18T20:50:00+00:00,,,,Bandaranaike International,Asia/Colombo,CMB,VCBI,,,,2026-04-18T21:55:00+00:00,,,,,,AirAsia,AK,AXM,47,AK47,AXM47,,,,,750494,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-04-18T20:45:00+00:00,2026-04-18T20:45:00+00:00,,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,2,,,2026-04-18T21:45:00+00:00,,,,,,Indonesia AirAsia,QZ,AWQ,211,QZ211,AWQ211,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-04-18T20:45:00+00:00,2026-04-18T20:45:00+00:00,,,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,,,2026-04-18T21:45:00+00:00,,,,,,AirAsia Cambodia,KT,KTC,168,KT168,KTC168,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-04-18T20:45:00+00:00,2026-04-18T20:45:00+00:00,,,,Netaji Subhas Chandra,Asia/Kolkata,CCU,VECC,,,,2026-04-18T22:20:00+00:00,,,,,,AirAsia,AK,AXM,63,AK63,AXM63,,,,,750333,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T20:40:00+00:00,2026-04-18T20:40:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-04-18T21:50:00+00:00,,,,,,Singapore Airlines,SQ,SIA,125,SQ125,SIA125,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T20:40:00+00:00,2026-04-18T20:40:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,,,2026-04-19T07:00:00+00:00,,,,,,Malaysia Airlines,MH,MAS,135,MH135,MAS135,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T20:40:00+00:00,2026-04-18T20:40:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,,,2026-04-18T21:55:00+00:00,,,,,,Firefly,FY,FFM,3680,FY3680,FFM3680,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,G4,,2026-04-18T20:40:00+00:00,2026-04-18T20:40:00+00:00,,,,Malé International Airport,Indian/Maldives,MLE,VRMM,,,,2026-04-18T21:55:00+00:00,,,,,,Batik Air Malaysia,OD,MXD,295,OD295,MXD295,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-04-18T20:40:00+00:00,2026-04-18T20:40:00+00:00,,,,Kuching,Asia/Kuching,KCH,WBGG,,,,2026-04-18T22:30:00+00:00,,,,,,AirAsia,AK,AXM,5234,AK5234,AXM5234,,,,,750324,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T20:35:00+00:00,2026-04-18T20:35:00+00:00,,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-04-18T21:30:00+00:00,,,,,,TransNusa,8B,TNU,680,8B680,TNU680,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-04-18T20:35:00+00:00,2026-04-18T20:35:00+00:00,,,,Civil,Asia/Kolkata,TRZ,VOTR,,,,2026-04-18T21:55:00+00:00,,,,,,AirAsia,AK,AXM,23,AK23,AXM23,,,,,750109,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,,,,2026-04-18T20:30:00+00:00,2026-04-18T20:30:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,,,,2026-04-19T02:00:00+00:00,,,,,,Sichuan Airlines,3U,CSC,9004,3U9004,CSC9004,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T20:30:00+00:00,2026-04-18T20:30:00+00:00,,,,,,KNO,WIMM,,,,2026-04-18T20:40:00+00:00,,,,,,Batik Air Malaysia,OD,MXD,326,OD326,MXD326,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-04-18T20:30:00+00:00,2026-04-18T20:30:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,,,2026-04-19T06:15:00+00:00,,,,,,Malaysia Airlines,MH,MAS,147,MH147,MAS147,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-04-18T20:30:00+00:00,2026-04-18T20:30:00+00:00,,,,Sultan Ismail International,Asia/Kuala_Lumpur,JHB,WMKJ,,,,2026-04-18T21:25:00+00:00,,,,,,AirAsia,AK,AXM,6046,AK6046,AXM6046,,,,,750410,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-04-18T20:25:00+00:00,2026-04-18T20:25:00+00:00,,,,Cochin International,Asia/Kolkata,COK,VOCI,3,,,2026-04-18T22:00:00+00:00,,,,,,AirAsia,AK,AXM,39,AK39,AXM39,,,,,75033C,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-04-18T20:20:00+00:00,2026-04-18T20:20:00+00:00,,,,Kota-Kinabalu International Airport,Asia/Kuching,BKI,WBKK,1,,,2026-04-18T22:55:00+00:00,,,,,,AirAsia,AK,AXM,5130,AK5130,AXM5130,,,,,750453,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,C23,,2026-04-18T20:15:00+00:00,2026-04-18T20:15:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,14,2026-04-19T01:55:00+00:00,,,,,,Shanghai Airlines,FM,CSH,866,FM866,CSH866,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,Y11,,2026-04-18T20:15:00+00:00,2026-04-18T20:15:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,74,2026-04-19T00:30:00+00:00,,,,,,AirAsia,AK,AXM,118,AK118,AXM118,,,,,7504FE,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,G1C,,2026-04-18T20:10:00+00:00,2026-04-18T20:10:00+00:00,,,,Changsha,Asia/Shanghai,CSX,ZGHA,,,,2026-04-19T01:00:00+00:00,,,,,,Batik Air Malaysia,OD,MXD,642,OD642,MXD642,,,,,,,,,,,,,,,,,,,
