flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,1-17,,2026-04-18T14:55:00+00:00,2026-04-18T14:55:00+00:00,,,,Edinburgh,Europe/London,EDI,EGPH,,,,2026-04-18T16:20:00+00:00,5.0,,,,,easyJet,U2,EZY,3294,U23294,EZY3294,,,,,407573,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,1-17,,2026-04-18T14:55:00+00:00,2026-04-18T14:55:00+00:00,,,,Bournemouth International,Europe/London,BOH,EGHH,,,,2026-04-18T15:30:00+00:00,,,,,,easyJet,U2,EZY,1531,U21531,EZY1531,,,,,4B1A2B,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,1-17,,2026-04-18T14:55:00+00:00,2026-04-18T14:55:00+00:00,,,,Madeira,Atlantic/Madeira,FNC,LPMA,,,,2026-04-18T17:40:00+00:00,,,,,,easyJet,U2,EZY,1469,U21469,EZY1469,,,,,4B1A2C,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:55:00+00:00,2026-04-18T14:55:00+00:00,,,,Zurich,Europe/Zurich,ZRH,LSZH,,,,2026-04-18T15:55:00+00:00,,,,,,Swiss,LX,SWR,2811,LX2811,SWR2811,,,,,4B1691,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:55:00+00:00,2026-04-18T14:55:00+00:00,,,,Zurich,Europe/Zurich,ZRH,LSZH,,,,2026-04-18T15:55:00+00:00,,,,,,Croatia Airlines,OU,CTN,5203,OU5203,CTN5203,,,,,4B1691,swiss,lx,swr,2811,lx2811,swr2811,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:55:00+00:00,2026-04-18T14:55:00+00:00,,,,Zurich,Europe/Zurich,ZRH,LSZH,,,,2026-04-18T15:55:00+00:00,,,,,,Alitalia,AZ,AZA,3853,AZ3853,AZA3853,,,,,4B1691,swiss,lx,swr,2811,lx2811,swr2811,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,1-17,,2026-04-18T14:45:00+00:00,2026-04-18T14:45:00+00:00,,,,Manchester Airport,Europe/London,MAN,EGCC,2,,,2026-04-18T15:45:00+00:00,1.0,,,,,easyJet,U2,EZY,2186,U22186,EZY2186,,,,,407838,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-04-18T18:55:00+00:00,,,,,,Turkish Airlines,TK,THY,1922,TK1922,THY1922,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-04-18T18:55:00+00:00,,,,,,Oman Air,WY,OMA,5758,WY5758,OMA5758,,,,,,turkish airlines,tk,thy,1922,tk1922,thy1922,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-04-18T18:55:00+00:00,,,,,,Pakistan International Airlines,PK,PIA,5922,PK5922,PIA5922,,,,,,turkish airlines,tk,thy,1922,tk1922,thy1922,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-04-18T18:55:00+00:00,,,,,,IndiGo,6E,IGO,4140,6E4140,IGO4140,,,,,,turkish airlines,tk,thy,1922,tk1922,thy1922,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,116-,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,24,2026-04-18T15:55:00+00:00,,,,,,Air France,AF,AFR,1443,AF1443,AFR1443,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,116-,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,24,2026-04-18T15:55:00+00:00,,,,,,Air Europa,UX,AEA,2219,UX2219,AEA2219,,,,,,air france,af,afr,1443,af1443,afr1443,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,116-,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,24,2026-04-18T15:55:00+00:00,,,,,,Air Austral,UU,REU,8443,UU8443,REU8443,,,,,,air france,af,afr,1443,af1443,afr1443,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,116-,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,24,2026-04-18T15:55:00+00:00,,,,,,SAS,SK,SAS,9840,SK9840,SAS9840,,,,,,air france,af,afr,1443,af1443,afr1443,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,116-,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,24,2026-04-18T15:55:00+00:00,,,,,,Air Mauritius,MK,MAU,9557,MK9557,MAU9557,,,,,,air france,af,afr,1443,af1443,afr1443,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,116-,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,24,2026-04-18T15:55:00+00:00,,,,,,Swiss,LX,SWR,4610,LX4610,SWR4610,,,,,,air france,af,afr,1443,af1443,afr1443,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,116-,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,24,2026-04-18T15:55:00+00:00,,,,,,Delta Air Lines,DL,DAL,8276,DL8276,DAL8276,,,,,,air france,af,afr,1443,af1443,afr1443,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,116-,,2026-04-18T14:40:00+00:00,2026-04-18T14:40:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,24,2026-04-18T15:55:00+00:00,,,,,,Aeromexico,AM,AMX,6187,AM6187,AMX6187,,,,,,air france,af,afr,1443,af1443,afr1443,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,1-17,,2026-04-18T14:30:00+00:00,2026-04-18T14:30:00+00:00,,,,Bristol,Europe/London,BRS,EGGD,,,,2026-04-18T15:20:00+00:00,,,,,,easyJet,U2,EZY,2888,U22888,EZY2888,,,,,406A92,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,1-17,,2026-04-18T14:20:00+00:00,2026-04-18T14:20:00+00:00,,,,Aldergrove International Airport,Europe/London,BFS,EGAA,,,,2026-04-18T15:35:00+00:00,,,,,,easyJet,U2,EZY,3066,U23066,EZY3066,,,,,400FDA,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:20:00+00:00,2026-04-18T14:20:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,1,,,2026-04-18T15:35:00+00:00,,,,,,Swiss,LX,SWR,1094,LX1094,SWR1094,,,,,4B1801,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:20:00+00:00,2026-04-18T14:20:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,1,,,2026-04-18T15:35:00+00:00,,,,,,All Nippon Airways,NH,ANA,6765,NH6765,ANA6765,,,,,4B1801,swiss,lx,swr,1094,lx1094,swr1094,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:20:00+00:00,2026-04-18T14:20:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,1,,,2026-04-18T15:35:00+00:00,,,,,,Lufthansa,LH,DLH,5759,LH5759,DLH5759,,,,,4B1801,swiss,lx,swr,1094,lx1094,swr1094,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:20:00+00:00,2026-04-18T14:20:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,1,,,2026-04-18T15:35:00+00:00,,,,,,Air Canada,AC,ACA,6804,AC6804,ACA6804,,,,,4B1801,swiss,lx,swr,1094,lx1094,swr1094,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,,,,2026-04-18T14:15:00+00:00,2026-04-18T14:15:00+00:00,,,,Malta International,Europe/Malta,MLA,LMML,,,,2026-04-18T16:08:00+00:00,,,,,,Flexjet,LXJ,LXJ,,LXJ,LXJ,,,,,4D238A,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,29-3,,2026-04-18T14:15:00+00:00,2026-04-18T14:15:00+00:00,,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,,,2026-04-18T18:20:00+00:00,,,,,,Pegasus,PC,PGT,954,PC954,PGT954,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,29-3,,2026-04-18T14:15:00+00:00,2026-04-18T14:15:00+00:00,,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,,,2026-04-18T18:20:00+00:00,,,,,,flynas,XY,KNE,5954,XY5954,KNE5954,,,,,,pegasus,pc,pgt,954,pc954,pgt954,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,KLM,KL,KLM,1934,KL1934,KLM1934,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,IndiGo,6E,IGO,8049,6E8049,IGO8049,,,,,,klm,kl,klm,1934,kl1934,klm1934,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,SAS,SK,SAS,6621,SK6621,SAS6621,,,,,,klm,kl,klm,1934,kl1934,klm1934,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,China Eastern Airlines,MU,CES,1788,MU1788,CES1788,,,,,,klm,kl,klm,1934,kl1934,klm1934,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5644,MH5644,MAS5644,,,,,,klm,kl,klm,1934,kl1934,klm1934,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,Xiamen Air,MF,CXA,9621,MF9621,CXA9621,,,,,,klm,kl,klm,1934,kl1934,klm1934,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,Kenya Airways,KQ,KQA,1930,KQ1930,KQA1930,,,,,,klm,kl,klm,1934,kl1934,klm1934,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,Korean Air,KE,KAL,6412,KE6412,KAL6412,,,,,,klm,kl,klm,1934,kl1934,klm1934,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,Delta Air Lines,DL,DAL,9537,DL9537,DAL9537,,,,,,klm,kl,klm,1934,kl1934,klm1934,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,A04,,2026-04-18T15:45:00+00:00,,,,,,Aeromexico,AM,AMX,6521,AM6521,AMX6521,,,,,,klm,kl,klm,1934,kl1934,klm1934,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,4S,M29,4,2026-04-18T16:15:00+00:00,,,,,,Iberia,IB,IBE,616,IB616,IBE616,,,,,346458,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,4S,M29,4,2026-04-18T16:15:00+00:00,,,,,,Vueling,VY,VLG,5280,VY5280,VLG5280,,,,,346458,iberia,ib,ibe,616,ib616,ibe616,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,4S,M29,4,2026-04-18T16:15:00+00:00,,,,,,LATAM Airlines,LA,LAN,1645,LA1645,LAN1645,,,,,346458,iberia,ib,ibe,616,ib616,ibe616,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,,2026-04-18T14:10:00+00:00,2026-04-18T14:10:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,4S,M29,4,2026-04-18T16:15:00+00:00,,,,,,American Airlines,AA,AAL,8698,AA8698,AAL8698,,,,,346458,iberia,ib,ibe,616,ib616,ibe616,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,,,,2026-04-18T13:40:00+00:00,2026-04-18T13:40:00+00:00,,,,Guglielmo Marconi,Europe/Rome,BLQ,LIPE,,,,2026-04-18T14:34:00+00:00,,,,,,NetJets,1I,EJA,,1I,EJA,,,,,491316,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,49-5,,2026-04-18T10:50:00+00:00,2026-04-18T10:50:00+00:00,,,,Helsinki-vantaa,Europe/Helsinki,HEL,EFHK,,,5,2026-04-18T14:45:00+00:00,11.0,,,,,Japan Airlines,JL,JTL,6846,JL6846,JTL6846,,,,,461F63,finnair,ay,fin,1532,ay1532,fin1532,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,49-5,,2026-04-18T10:50:00+00:00,2026-04-18T10:50:00+00:00,,,,Helsinki-vantaa,Europe/Helsinki,HEL,EFHK,,,5,2026-04-18T14:45:00+00:00,11.0,,,,,Iberia,IB,IBE,6470,IB6470,IBE6470,,,,,461F63,finnair,ay,fin,1532,ay1532,fin1532,,,,,,,,
2026-04-18,scheduled,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,116-,,2026-04-18T10:30:00+00:00,2026-04-18T10:30:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,22,2026-04-18T11:45:00+00:00,11.0,,,,,WestJet,WS,WJA,5176,WS5176,WJA5176,,,,,39BDAB,air france,af,afr,1643,af1643,afr1643,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,C35,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Sky Harbor International,America/Phoenix,PHX,KPHX,4,D12,,2026-04-18T08:00:00+00:00,14.0,,,,,Southwest Airlines,WN,SWA,2006,WN2006,SWA2006,,,,,AC536C,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A51,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A24,,2026-04-18T11:55:00+00:00,,,,,,Delta Air Lines,DL,DAL,431,DL431,DAL431,,,,,A44A6D,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A51,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A24,,2026-04-18T11:55:00+00:00,,,,,,Virgin Atlantic,VS,VIR,4720,VS4720,VIR4720,,,,,A44A6D,delta air lines,dl,dal,431,dl431,dal431,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A51,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A24,,2026-04-18T11:55:00+00:00,,,,,,LATAM Airlines,LA,LAN,6482,LA6482,LAN6482,,,,,A44A6D,delta air lines,dl,dal,431,dl431,dal431,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A51,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A24,,2026-04-18T11:55:00+00:00,,,,,,Korean Air,KE,KAL,3641,KE3641,KAL3641,,,,,A44A6D,delta air lines,dl,dal,431,dl431,dal431,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A51,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A24,,2026-04-18T11:55:00+00:00,,,,,,Aeromexico,AM,AMX,3482,AM3482,AMX3482,,,,,A44A6D,delta air lines,dl,dal,431,dl431,dal431,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A51,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A24,,2026-04-18T11:55:00+00:00,,,,,,Air France,AF,AFR,5666,AF5666,AFR5666,,,,,A44A6D,delta air lines,dl,dal,431,dl431,dal431,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A44,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,N4,13,2026-04-18T09:10:00+00:00,,,,,,Alaska Airlines,AS,ASA,643,AS643,ASA643,,,,,AD9642,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A44,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,N4,13,2026-04-18T09:10:00+00:00,,,,,,Qatar Airways,QR,QTR,2036,QR2036,QTR2036,,,,,AD9642,alaska airlines,as,asa,643,as643,asa643,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A44,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,N4,13,2026-04-18T09:10:00+00:00,,,,,,Korean Air,KE,KAL,6122,KE6122,KAL6122,,,,,AD9642,alaska airlines,as,asa,643,as643,asa643,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A44,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,N4,13,2026-04-18T09:10:00+00:00,,,,,,Japan Airlines,JL,JTL,6365,JL6365,JTL6365,,,,,AD9642,alaska airlines,as,asa,643,as643,asa643,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A44,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,N4,13,2026-04-18T09:10:00+00:00,,,,,,Hawaiian Airlines,HA,HAL,4868,HA4868,HAL4868,,,,,AD9642,alaska airlines,as,asa,643,as643,asa643,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,C30,,2026-04-18T07:00:00+00:00,2026-04-18T07:00:00+00:00,,,,Charlotte Douglas,America/New_York,CLT,KCLT,,A12,1,2026-04-18T12:22:00+00:00,17.0,,,,,American Airlines,AA,AAL,573,AA573,AAL573,,,,,A18B71,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A43,,2026-04-18T06:55:00+00:00,2026-04-18T06:55:00+00:00,,,,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,A3,5,2026-04-18T09:01:00+00:00,,,,,,Delta Air Lines,DL,DAL,1731,DL1731,DAL1731,,,,,A364E7,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A43,,2026-04-18T06:55:00+00:00,2026-04-18T06:55:00+00:00,,,,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,A3,5,2026-04-18T09:01:00+00:00,,,,,,WestJet,WS,WJA,7350,WS7350,WJA7350,,,,,A364E7,delta air lines,dl,dal,1731,dl1731,dal1731,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A43,,2026-04-18T06:55:00+00:00,2026-04-18T06:55:00+00:00,,,,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,A3,5,2026-04-18T09:01:00+00:00,,,,,,Virgin Atlantic,VS,VIR,2069,VS2069,VIR2069,,,,,A364E7,delta air lines,dl,dal,1731,dl1731,dal1731,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A43,,2026-04-18T06:55:00+00:00,2026-04-18T06:55:00+00:00,,,,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,A3,5,2026-04-18T09:01:00+00:00,,,,,,Korean Air,KE,KAL,3014,KE3014,KAL3014,,,,,A364E7,delta air lines,dl,dal,1731,dl1731,dal1731,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A50,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,John F Kennedy International,America/New_York,JFK,KJFK,4,A14,,2026-04-18T12:29:00+00:00,,,,,,Delta Air Lines,DL,DAL,336,DL336,DAL336,,,,,A79DC4,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A50,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,John F Kennedy International,America/New_York,JFK,KJFK,4,A14,,2026-04-18T12:29:00+00:00,,,,,,Virgin Atlantic,VS,VIR,4812,VS4812,VIR4812,,,,,A79DC4,delta air lines,dl,dal,336,dl336,dal336,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A50,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,John F Kennedy International,America/New_York,JFK,KJFK,4,A14,,2026-04-18T12:29:00+00:00,,,,,,SAS,SK,SAS,3374,SK3374,SAS3374,,,,,A79DC4,delta air lines,dl,dal,336,dl336,dal336,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A50,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,John F Kennedy International,America/New_York,JFK,KJFK,4,A14,,2026-04-18T12:29:00+00:00,,,,,,LATAM Airlines,LA,LAN,6480,LA6480,LAN6480,,,,,A79DC4,delta air lines,dl,dal,336,dl336,dal336,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,A50,,2026-04-18T06:40:00+00:00,2026-04-18T06:40:00+00:00,,,,John F Kennedy International,America/New_York,JFK,KJFK,4,A14,,2026-04-18T12:29:00+00:00,,,,,,KLM,KL,KLM,7659,KL7659,KLM7659,,,,,A79DC4,delta air lines,dl,dal,336,dl336,dal336,,,,,,,,
2026-04-18,scheduled,,,Denver International,America/Denver,DEN,KDEN,,C47,,2026-04-18T06:30:00+00:00,2026-04-18T06:30:00+00:00,,,,Midway,America/Chicago,MDW,KMDW,,A17,,2026-04-18T09:50:00+00:00,14.0,,,,,Southwest Airlines,WN,SWA,1939,WN1939,SWA1939,,,,,,,,,,,,,,,,,,,
